Timestamp,Review,Rating
16-06-2023 16:49,Will not buy again.,3
15-06-2023 16:49,Will not buy again.,1
14-06-2023 16:49,Will not buy again.,5
13-06-2023 16:49,"Great product, very satisfied!",3
12-06-2023 16:49,"Great product, very satisfied!",5
11-06-2023 16:49,Very happy with my purchase.,1
10-06-2023 16:49,Will not buy again.,5
09-06-2023 16:49,Fast shipping and good packaging.,4
08-06-2023 16:49,Fast shipping and good packaging.,2
07-06-2023 16:49,Fast shipping and good packaging.,3
06-06-2023 16:49,Highly recommend this product.,1
05-06-2023 16:49,Fast shipping and good packaging.,5
04-06-2023 16:49,Very happy with my purchase.,2
03-06-2023 16:49,Highly recommend this product.,4
02-06-2023 16:49,"Great product, very satisfied!",2
01-06-2023 16:49,Excellent customer service.,4
31-05-2023 16:49,"Terrible experience, will return.",5
30-05-2023 16:49,Not worth the price.,3
29-05-2023 16:49,"Great product, very satisfied!",5
28-05-2023 16:49,Will not buy again.,2
27-05-2023 16:49,Will not buy again.,3
26-05-2023 16:49,Excellent customer service.,4
25-05-2023 16:49,Excellent customer service.,5
24-05-2023 16:49,The quality could be better.,2
23-05-2023 16:49,The quality could be better.,1
22-05-2023 16:49,Will not buy again.,3
21-05-2023 16:49,Very happy with my purchase.,3
20-05-2023 16:49,Fast shipping and good packaging.,4
19-05-2023 16:49,Highly recommend this product.,1
18-05-2023 16:49,The quality could be better.,1
17-05-2023 16:49,"Great product, very satisfied!",2
16-05-2023 16:49,"Terrible experience, will return.",3
15-05-2023 16:49,Very happy with my purchase.,4
14-05-2023 16:49,"Terrible experience, will return.",1
13-05-2023 16:49,"Terrible experience, will return.",2
12-05-2023 16:49,"Great product, very satisfied!",4
11-05-2023 16:49,Not worth the price.,1
10-05-2023 16:49,Will not buy again.,4
09-05-2023 16:49,Fast shipping and good packaging.,2
08-05-2023 16:49,Highly recommend this product.,4
07-05-2023 16:49,Highly recommend this product.,1
06-05-2023 16:49,Will not buy again.,5
05-05-2023 16:49,"Terrible experience, will return.",4
04-05-2023 16:49,The quality could be better.,1
03-05-2023 16:49,Highly recommend this product.,5
02-05-2023 16:49,Very happy with my purchase.,1
01-05-2023 16:49,Highly recommend this product.,3
30-04-2023 16:49,Excellent customer service.,1
29-04-2023 16:49,Excellent customer service.,5
28-04-2023 16:49,Product arrived damaged.,2
27-04-2023 16:49,Very happy with my purchase.,5
26-04-2023 16:49,The quality could be better.,5
25-04-2023 16:49,Will not buy again.,1
24-04-2023 16:49,"Great product, very satisfied!",5
23-04-2023 16:49,Highly recommend this product.,5
22-04-2023 16:49,Highly recommend this product.,3
21-04-2023 16:49,Excellent customer service.,2
20-04-2023 16:49,Product arrived damaged.,4
19-04-2023 16:49,Fast shipping and good packaging.,5
18-04-2023 16:49,The quality could be better.,2
17-04-2023 16:49,Will not buy again.,2
16-04-2023 16:49,Will not buy again.,3
15-04-2023 16:49,Highly recommend this product.,4
14-04-2023 16:49,Excellent customer service.,4
13-04-2023 16:49,Very happy with my purchase.,1
12-04-2023 16:49,Will not buy again.,5
11-04-2023 16:49,Will not buy again.,1
10-04-2023 16:49,Excellent customer service.,2
09-04-2023 16:49,Not worth the price.,2
08-04-2023 16:49,Highly recommend this product.,2
07-04-2023 16:49,Not worth the price.,5
06-04-2023 16:49,Very happy with my purchase.,4
05-04-2023 16:49,"Great product, very satisfied!",1
04-04-2023 16:49,Product arrived damaged.,2
03-04-2023 16:49,"Terrible experience, will return.",2
02-04-2023 16:49,Very happy with my purchase.,3
01-04-2023 16:49,Fast shipping and good packaging.,5
31-03-2023 16:49,"Great product, very satisfied!",2
30-03-2023 16:49,Not worth the price.,4
29-03-2023 16:49,"Terrible experience, will return.",1
28-03-2023 16:49,Will not buy again.,4
27-03-2023 16:49,The quality could be better.,5
26-03-2023 16:49,Excellent customer service.,2
25-03-2023 16:49,Fast shipping and good packaging.,2
24-03-2023 16:49,Not worth the price.,3
23-03-2023 16:49,Product arrived damaged.,5
22-03-2023 16:49,"Great product, very satisfied!",3
21-03-2023 16:49,Will not buy again.,2
20-03-2023 16:49,Highly recommend this product.,4
19-03-2023 16:49,Not worth the price.,4
18-03-2023 16:49,Very happy with my purchase.,5
17-03-2023 16:49,Excellent customer service.,3
16-03-2023 16:49,Fast shipping and good packaging.,1
15-03-2023 16:49,Not worth the price.,2
14-03-2023 16:49,Excellent customer service.,1
13-03-2023 16:49,The quality could be better.,4
12-03-2023 16:49,Excellent customer service.,1
11-03-2023 16:49,Highly recommend this product.,5
10-03-2023 16:49,Very happy with my purchase.,3
09-03-2023 16:49,Not worth the price.,4
08-03-2023 16:49,Fast shipping and good packaging.,5
07-03-2023 16:49,Will not buy again.,2
06-03-2023 16:49,"Great product, very satisfied!",3
05-03-2023 16:49,The quality could be better.,1
04-03-2023 16:49,"Great product, very satisfied!",3
03-03-2023 16:49,Product arrived damaged.,1
02-03-2023 16:49,Excellent customer service.,2
01-03-2023 16:49,Excellent customer service.,5
28-02-2023 16:49,Fast shipping and good packaging.,5
27-02-2023 16:49,Will not buy again.,4
26-02-2023 16:49,Product arrived damaged.,1
25-02-2023 16:49,"Great product, very satisfied!",5
24-02-2023 16:49,The quality could be better.,3
23-02-2023 16:49,Highly recommend this product.,5
22-02-2023 16:49,"Terrible experience, will return.",4
21-02-2023 16:49,Fast shipping and good packaging.,4
20-02-2023 16:49,Product arrived damaged.,4
19-02-2023 16:49,Highly recommend this product.,2
18-02-2023 16:49,Highly recommend this product.,4
17-02-2023 16:49,Fast shipping and good packaging.,5
16-02-2023 16:49,Highly recommend this product.,4
15-02-2023 16:49,Will not buy again.,5
14-02-2023 16:49,"Great product, very satisfied!",2
13-02-2023 16:49,Highly recommend this product.,4
12-02-2023 16:49,Not worth the price.,4
11-02-2023 16:49,Highly recommend this product.,3
10-02-2023 16:49,Excellent customer service.,1
09-02-2023 16:49,Will not buy again.,2
08-02-2023 16:49,Excellent customer service.,5
07-02-2023 16:49,Fast shipping and good packaging.,4
06-02-2023 16:49,"Great product, very satisfied!",1
05-02-2023 16:49,Highly recommend this product.,3
04-02-2023 16:49,Excellent customer service.,3
03-02-2023 16:49,"Great product, very satisfied!",2
02-02-2023 16:49,Will not buy again.,2
01-02-2023 16:49,Product arrived damaged.,1
31-01-2023 16:49,"Great product, very satisfied!",4
30-01-2023 16:49,Very happy with my purchase.,4
29-01-2023 16:49,Excellent customer service.,1
28-01-2023 16:49,Product arrived damaged.,4
27-01-2023 16:49,"Great product, very satisfied!",2
26-01-2023 16:49,Excellent customer service.,4
25-01-2023 16:49,Very happy with my purchase.,3
24-01-2023 16:49,Not worth the price.,2
23-01-2023 16:49,Product arrived damaged.,1
22-01-2023 16:49,Product arrived damaged.,4
21-01-2023 16:49,Product arrived damaged.,5
20-01-2023 16:49,Fast shipping and good packaging.,3
19-01-2023 16:49,The quality could be better.,2
18-01-2023 16:49,Will not buy again.,5
17-01-2023 16:49,Not worth the price.,2
16-01-2023 16:49,The quality could be better.,2
15-01-2023 16:49,The quality could be better.,5
14-01-2023 16:49,Excellent customer service.,3
13-01-2023 16:49,Not worth the price.,2
12-01-2023 16:49,Not worth the price.,4
11-01-2023 16:49,Will not buy again.,5
10-01-2023 16:49,Very happy with my purchase.,4
09-01-2023 16:49,"Terrible experience, will return.",3
08-01-2023 16:49,Excellent customer service.,2
07-01-2023 16:49,"Great product, very satisfied!",2
06-01-2023 16:49,The quality could be better.,5
05-01-2023 16:49,Will not buy again.,2
04-01-2023 16:49,Not worth the price.,4
03-01-2023 16:49,Product arrived damaged.,4
02-01-2023 16:49,Excellent customer service.,4
01-01-2023 16:49,Fast shipping and good packaging.,5
31-12-2022 16:49,Not worth the price.,5
30-12-2022 16:49,"Great product, very satisfied!",2
29-12-2022 16:49,The quality could be better.,4
28-12-2022 16:49,Fast shipping and good packaging.,1
27-12-2022 16:49,Highly recommend this product.,1
26-12-2022 16:49,Not worth the price.,1
25-12-2022 16:49,Very happy with my purchase.,4
24-12-2022 16:49,Product arrived damaged.,5
23-12-2022 16:49,Highly recommend this product.,5
22-12-2022 16:49,"Terrible experience, will return.",5
21-12-2022 16:49,Very happy with my purchase.,2
20-12-2022 16:49,Fast shipping and good packaging.,3
19-12-2022 16:49,Will not buy again.,2
18-12-2022 16:49,Not worth the price.,1
17-12-2022 16:49,Very happy with my purchase.,2
16-12-2022 16:49,Highly recommend this product.,3
15-12-2022 16:49,"Terrible experience, will return.",1
14-12-2022 16:49,Very happy with my purchase.,4
13-12-2022 16:49,Will not buy again.,5
12-12-2022 16:49,Highly recommend this product.,4
11-12-2022 16:49,Very happy with my purchase.,1
10-12-2022 16:49,Product arrived damaged.,3
09-12-2022 16:49,Fast shipping and good packaging.,5
08-12-2022 16:49,Highly recommend this product.,2
07-12-2022 16:49,Fast shipping and good packaging.,5
06-12-2022 16:49,"Great product, very satisfied!",3
05-12-2022 16:49,The quality could be better.,5
04-12-2022 16:49,Will not buy again.,1
03-12-2022 16:49,The quality could be better.,2
02-12-2022 16:49,Not worth the price.,2
01-12-2022 16:49,The quality could be better.,4
30-11-2022 16:49,"Terrible experience, will return.",2
29-11-2022 16:49,Not worth the price.,2
28-11-2022 16:49,Not worth the price.,3
27-11-2022 16:49,Highly recommend this product.,4
26-11-2022 16:49,The quality could be better.,2
25-11-2022 16:49,Very happy with my purchase.,2
24-11-2022 16:49,Excellent customer service.,3
23-11-2022 16:49,The quality could be better.,1
22-11-2022 16:49,Not worth the price.,5
21-11-2022 16:49,"Great product, very satisfied!",5
20-11-2022 16:49,"Terrible experience, will return.",2
19-11-2022 16:49,Highly recommend this product.,2
18-11-2022 16:49,Product arrived damaged.,5
17-11-2022 16:49,"Great product, very satisfied!",1
16-11-2022 16:49,"Terrible experience, will return.",3
15-11-2022 16:49,The quality could be better.,3
14-11-2022 16:49,The quality could be better.,2
13-11-2022 16:49,Will not buy again.,3
12-11-2022 16:49,The quality could be better.,1
11-11-2022 16:49,Will not buy again.,3
10-11-2022 16:49,"Terrible experience, will return.",2
09-11-2022 16:49,Product arrived damaged.,3
08-11-2022 16:49,"Great product, very satisfied!",5
07-11-2022 16:49,Very happy with my purchase.,5
06-11-2022 16:49,Very happy with my purchase.,4
05-11-2022 16:49,Very happy with my purchase.,3
04-11-2022 16:49,Excellent customer service.,3
03-11-2022 16:49,"Terrible experience, will return.",2
02-11-2022 16:49,Very happy with my purchase.,5
01-11-2022 16:49,Highly recommend this product.,1
31-10-2022 16:49,Fast shipping and good packaging.,3
30-10-2022 16:49,Very happy with my purchase.,4
29-10-2022 16:49,Highly recommend this product.,3
28-10-2022 16:49,Not worth the price.,2
27-10-2022 16:49,"Terrible experience, will return.",5
26-10-2022 16:49,"Great product, very satisfied!",2
25-10-2022 16:49,Product arrived damaged.,3
24-10-2022 16:49,Fast shipping and good packaging.,5
23-10-2022 16:49,Fast shipping and good packaging.,3
22-10-2022 16:49,The quality could be better.,2
21-10-2022 16:49,Highly recommend this product.,5
20-10-2022 16:49,"Great product, very satisfied!",4
19-10-2022 16:49,Product arrived damaged.,3
18-10-2022 16:49,The quality could be better.,1
17-10-2022 16:49,The quality could be better.,1
16-10-2022 16:49,Excellent customer service.,4
15-10-2022 16:49,The quality could be better.,3
14-10-2022 16:49,Product arrived damaged.,1
13-10-2022 16:49,Fast shipping and good packaging.,2
12-10-2022 16:49,"Great product, very satisfied!",5
11-10-2022 16:49,The quality could be better.,4
10-10-2022 16:49,Product arrived damaged.,3
09-10-2022 16:49,Highly recommend this product.,5
08-10-2022 16:49,Excellent customer service.,3
07-10-2022 16:49,Not worth the price.,5
06-10-2022 16:49,Fast shipping and good packaging.,5
05-10-2022 16:49,The quality could be better.,4
04-10-2022 16:49,Very happy with my purchase.,1
03-10-2022 16:49,"Terrible experience, will return.",2
02-10-2022 16:49,Will not buy again.,3
01-10-2022 16:49,"Great product, very satisfied!",5
30-09-2022 16:49,Excellent customer service.,1
29-09-2022 16:49,Not worth the price.,3
28-09-2022 16:49,Not worth the price.,5
27-09-2022 16:49,The quality could be better.,5
26-09-2022 16:49,The quality could be better.,1
25-09-2022 16:49,Very happy with my purchase.,3
24-09-2022 16:49,"Terrible experience, will return.",5
23-09-2022 16:49,Not worth the price.,2
22-09-2022 16:49,Will not buy again.,1
21-09-2022 16:49,Very happy with my purchase.,2
20-09-2022 16:49,Not worth the price.,3
19-09-2022 16:49,Excellent customer service.,1
18-09-2022 16:49,Will not buy again.,3
17-09-2022 16:49,Excellent customer service.,5
16-09-2022 16:49,Excellent customer service.,1
15-09-2022 16:49,Excellent customer service.,3
14-09-2022 16:49,Excellent customer service.,1
13-09-2022 16:49,Fast shipping and good packaging.,1
12-09-2022 16:49,The quality could be better.,5
11-09-2022 16:49,"Terrible experience, will return.",3
10-09-2022 16:49,Product arrived damaged.,3
09-09-2022 16:49,Highly recommend this product.,3
08-09-2022 16:49,Highly recommend this product.,5
07-09-2022 16:49,The quality could be better.,1
06-09-2022 16:49,Highly recommend this product.,1
05-09-2022 16:49,Highly recommend this product.,5
04-09-2022 16:49,Very happy with my purchase.,1
03-09-2022 16:49,Very happy with my purchase.,2
02-09-2022 16:49,Excellent customer service.,5
01-09-2022 16:49,"Great product, very satisfied!",1
31-08-2022 16:49,The quality could be better.,2
30-08-2022 16:49,Very happy with my purchase.,4
29-08-2022 16:49,The quality could be better.,3
28-08-2022 16:49,"Terrible experience, will return.",1
27-08-2022 16:49,Very happy with my purchase.,2
26-08-2022 16:49,"Terrible experience, will return.",4
25-08-2022 16:49,Not worth the price.,3
24-08-2022 16:49,Excellent customer service.,5
23-08-2022 16:49,"Terrible experience, will return.",5
22-08-2022 16:49,Not worth the price.,3
21-08-2022 16:49,Excellent customer service.,1
20-08-2022 16:49,"Great product, very satisfied!",4
19-08-2022 16:49,Product arrived damaged.,3
18-08-2022 16:49,The quality could be better.,2
17-08-2022 16:49,Will not buy again.,5
16-08-2022 16:49,Excellent customer service.,1
15-08-2022 16:49,Will not buy again.,2
14-08-2022 16:49,"Great product, very satisfied!",4
13-08-2022 16:49,Will not buy again.,1
12-08-2022 16:49,Not worth the price.,4
11-08-2022 16:49,Not worth the price.,1
10-08-2022 16:49,The quality could be better.,4
09-08-2022 16:49,Fast shipping and good packaging.,5
08-08-2022 16:49,Not worth the price.,1
07-08-2022 16:49,Excellent customer service.,2
06-08-2022 16:49,Fast shipping and good packaging.,2
05-08-2022 16:49,Fast shipping and good packaging.,2
04-08-2022 16:49,Highly recommend this product.,2
03-08-2022 16:49,Very happy with my purchase.,3
02-08-2022 16:49,Will not buy again.,3
01-08-2022 16:49,Fast shipping and good packaging.,1
31-07-2022 16:49,Highly recommend this product.,5
30-07-2022 16:49,Fast shipping and good packaging.,3
29-07-2022 16:49,Not worth the price.,1
28-07-2022 16:49,Excellent customer service.,3
27-07-2022 16:49,Very happy with my purchase.,2
26-07-2022 16:49,Will not buy again.,4
25-07-2022 16:49,Fast shipping and good packaging.,1
24-07-2022 16:49,Not worth the price.,3
23-07-2022 16:49,Will not buy again.,3
22-07-2022 16:49,Product arrived damaged.,5
21-07-2022 16:49,Highly recommend this product.,2
20-07-2022 16:49,Highly recommend this product.,5
19-07-2022 16:49,Will not buy again.,1
18-07-2022 16:49,Fast shipping and good packaging.,4
17-07-2022 16:49,Fast shipping and good packaging.,3
16-07-2022 16:49,Excellent customer service.,2
15-07-2022 16:49,"Great product, very satisfied!",3
14-07-2022 16:49,Not worth the price.,2
13-07-2022 16:49,The quality could be better.,2
12-07-2022 16:49,Not worth the price.,2
11-07-2022 16:49,The quality could be better.,5
10-07-2022 16:49,The quality could be better.,1
09-07-2022 16:49,Will not buy again.,5
08-07-2022 16:49,"Great product, very satisfied!",2
07-07-2022 16:49,The quality could be better.,3
06-07-2022 16:49,Will not buy again.,2
05-07-2022 16:49,"Great product, very satisfied!",1
04-07-2022 16:49,Will not buy again.,3
03-07-2022 16:49,Fast shipping and good packaging.,1
02-07-2022 16:49,"Great product, very satisfied!",4
01-07-2022 16:49,Will not buy again.,2
30-06-2022 16:49,Very happy with my purchase.,2
29-06-2022 16:49,Not worth the price.,2
28-06-2022 16:49,Will not buy again.,5
27-06-2022 16:49,Product arrived damaged.,5
26-06-2022 16:49,Will not buy again.,2
25-06-2022 16:49,Fast shipping and good packaging.,5
24-06-2022 16:49,Product arrived damaged.,2
23-06-2022 16:49,Will not buy again.,5
22-06-2022 16:49,Excellent customer service.,4
21-06-2022 16:49,Will not buy again.,2
20-06-2022 16:49,Excellent customer service.,1
19-06-2022 16:49,The quality could be better.,5
18-06-2022 16:49,"Terrible experience, will return.",5
17-06-2022 16:49,Fast shipping and good packaging.,2
16-06-2022 16:49,Product arrived damaged.,3
15-06-2022 16:49,Very happy with my purchase.,3
14-06-2022 16:49,The quality could be better.,1
13-06-2022 16:49,Highly recommend this product.,2
12-06-2022 16:49,Fast shipping and good packaging.,5
11-06-2022 16:49,Highly recommend this product.,4
10-06-2022 16:49,Very happy with my purchase.,5
09-06-2022 16:49,Product arrived damaged.,3
08-06-2022 16:49,Very happy with my purchase.,4
07-06-2022 16:49,Will not buy again.,2
06-06-2022 16:49,Highly recommend this product.,5
05-06-2022 16:49,"Great product, very satisfied!",1
04-06-2022 16:49,Not worth the price.,2
03-06-2022 16:49,Excellent customer service.,1
02-06-2022 16:49,Very happy with my purchase.,3
01-06-2022 16:49,Excellent customer service.,4
31-05-2022 16:49,"Great product, very satisfied!",4
30-05-2022 16:49,Fast shipping and good packaging.,4
29-05-2022 16:49,"Terrible experience, will return.",2
28-05-2022 16:49,Very happy with my purchase.,4
27-05-2022 16:49,"Great product, very satisfied!",5
26-05-2022 16:49,"Terrible experience, will return.",4
25-05-2022 16:49,Product arrived damaged.,1
24-05-2022 16:49,Excellent customer service.,3
23-05-2022 16:49,Very happy with my purchase.,2
22-05-2022 16:49,The quality could be better.,4
21-05-2022 16:49,Not worth the price.,2
20-05-2022 16:49,Highly recommend this product.,2
19-05-2022 16:49,Will not buy again.,2
18-05-2022 16:49,Highly recommend this product.,5
17-05-2022 16:49,Product arrived damaged.,2
16-05-2022 16:49,Highly recommend this product.,4
15-05-2022 16:49,Product arrived damaged.,5
14-05-2022 16:49,Excellent customer service.,3
13-05-2022 16:49,Not worth the price.,1
12-05-2022 16:49,Product arrived damaged.,4
11-05-2022 16:49,"Terrible experience, will return.",3
10-05-2022 16:49,"Great product, very satisfied!",5
09-05-2022 16:49,Excellent customer service.,1
08-05-2022 16:49,Not worth the price.,3
07-05-2022 16:49,"Great product, very satisfied!",2
06-05-2022 16:49,Product arrived damaged.,1
05-05-2022 16:49,Will not buy again.,1
04-05-2022 16:49,Excellent customer service.,1
03-05-2022 16:49,Fast shipping and good packaging.,5
02-05-2022 16:49,Product arrived damaged.,1
01-05-2022 16:49,"Terrible experience, will return.",2
30-04-2022 16:49,Highly recommend this product.,5
29-04-2022 16:49,Will not buy again.,4
28-04-2022 16:49,Highly recommend this product.,1
27-04-2022 16:49,Fast shipping and good packaging.,5
26-04-2022 16:49,Very happy with my purchase.,3
25-04-2022 16:49,The quality could be better.,3
24-04-2022 16:49,Will not buy again.,1
23-04-2022 16:49,Highly recommend this product.,3
22-04-2022 16:49,The quality could be better.,5
21-04-2022 16:49,Fast shipping and good packaging.,1
20-04-2022 16:49,Highly recommend this product.,5
19-04-2022 16:49,"Terrible experience, will return.",1
18-04-2022 16:49,Very happy with my purchase.,3
17-04-2022 16:49,"Terrible experience, will return.",1
16-04-2022 16:49,Very happy with my purchase.,5
15-04-2022 16:49,Will not buy again.,1
14-04-2022 16:49,Highly recommend this product.,4
13-04-2022 16:49,"Terrible experience, will return.",5
12-04-2022 16:49,Fast shipping and good packaging.,2
11-04-2022 16:49,Excellent customer service.,1
10-04-2022 16:49,Will not buy again.,1
09-04-2022 16:49,Highly recommend this product.,2
08-04-2022 16:49,Very happy with my purchase.,2
07-04-2022 16:49,"Great product, very satisfied!",4
06-04-2022 16:49,"Terrible experience, will return.",4
05-04-2022 16:49,"Terrible experience, will return.",2
04-04-2022 16:49,The quality could be better.,5
03-04-2022 16:49,"Great product, very satisfied!",4
02-04-2022 16:49,Fast shipping and good packaging.,1
01-04-2022 16:49,Product arrived damaged.,5
31-03-2022 16:49,Not worth the price.,2
30-03-2022 16:49,The quality could be better.,1
29-03-2022 16:49,"Terrible experience, will return.",2
28-03-2022 16:49,Fast shipping and good packaging.,4
27-03-2022 16:49,Will not buy again.,5
26-03-2022 16:49,Fast shipping and good packaging.,2
25-03-2022 16:49,Excellent customer service.,5
24-03-2022 16:49,Excellent customer service.,3
23-03-2022 16:49,Product arrived damaged.,3
22-03-2022 16:49,Very happy with my purchase.,3
21-03-2022 16:49,Highly recommend this product.,5
20-03-2022 16:49,The quality could be better.,1
19-03-2022 16:49,Product arrived damaged.,1
18-03-2022 16:49,"Terrible experience, will return.",2
17-03-2022 16:49,The quality could be better.,1
16-03-2022 16:49,Not worth the price.,5
15-03-2022 16:49,Will not buy again.,5
14-03-2022 16:49,Excellent customer service.,3
13-03-2022 16:49,Not worth the price.,5
12-03-2022 16:49,Product arrived damaged.,2
11-03-2022 16:49,"Terrible experience, will return.",1
10-03-2022 16:49,Product arrived damaged.,2
09-03-2022 16:49,Excellent customer service.,2
08-03-2022 16:49,The quality could be better.,1
07-03-2022 16:49,Fast shipping and good packaging.,2
06-03-2022 16:49,Excellent customer service.,1
05-03-2022 16:49,Product arrived damaged.,4
04-03-2022 16:49,Excellent customer service.,3
03-03-2022 16:49,Very happy with my purchase.,3
02-03-2022 16:49,"Great product, very satisfied!",2
01-03-2022 16:49,Will not buy again.,4
28-02-2022 16:49,Fast shipping and good packaging.,1
27-02-2022 16:49,"Terrible experience, will return.",5
26-02-2022 16:49,Will not buy again.,5
25-02-2022 16:49,Fast shipping and good packaging.,3
24-02-2022 16:49,Excellent customer service.,1
23-02-2022 16:49,Very happy with my purchase.,5
22-02-2022 16:49,Product arrived damaged.,2
21-02-2022 16:49,Fast shipping and good packaging.,2
20-02-2022 16:49,Product arrived damaged.,1
19-02-2022 16:49,Highly recommend this product.,5
18-02-2022 16:49,"Great product, very satisfied!",4
17-02-2022 16:49,Fast shipping and good packaging.,2
16-02-2022 16:49,The quality could be better.,5
15-02-2022 16:49,Fast shipping and good packaging.,5
14-02-2022 16:49,"Terrible experience, will return.",4
13-02-2022 16:49,Product arrived damaged.,1
12-02-2022 16:49,Very happy with my purchase.,3
11-02-2022 16:49,Fast shipping and good packaging.,5
10-02-2022 16:49,"Great product, very satisfied!",3
